topic,cntry,year,attitude,dweight
pplhlp,HR,2016,9,0
pplhlp,HR,2016,10,0
pplhlp,HR,2016,NA,0
pplhlp,HR,2018,0,253.474887879059
pplhlp,HR,2018,1,93.75495130238973
pplhlp,HR,2018,2,178.84302276711384
pplhlp,HR,2018,3,256.73682502487037
pplhlp,HR,2018,4,208.6742368890209
pplhlp,HR,2018,5,394.0012192250834
pplhlp,HR,2018,6,140.81489185244143
pplhlp,HR,2018,7,135.20748431385886
pplhlp,HR,2018,8,86.57358859846106
pplhlp,HR,2018,9,15.02669033411765
pplhlp,HR,2018,10,38.27704476028308
pplhlp,HR,2018,NA,8.58333824480727
pplhlp,HU,2002,0,126
pplhlp,HU,2002,1,105
pplhlp,HU,2002,2,199
pplhlp,HU,2002,3,261
pplhlp,HU,2002,4,162
pplhlp,HU,2002,5,424
pplhlp,HU,2002,6,119
pplhlp,HU,2002,7,141
pplhlp,HU,2002,8,83
pplhlp,HU,2002,9,20
pplhlp,HU,2002,10,37
pplhlp,HU,2002,NA,8
pplhlp,HU,2004,0,88.0126
pplhlp,HU,2004,1,120.2388
pplhlp,HU,2004,2,183.6333
pplhlp,HU,2004,3,239.7632
pplhlp,HU,2004,4,196.7639
pplhlp,HU,2004,5,337.5792
pplhlp,HU,2004,6,136.2088
pplhlp,HU,2004,7,114.0583
pplhlp,HU,2004,8,59.6262
pplhlp,HU,2004,9,9.4494
pplhlp,HU,2004,10,11.0838
pplhlp,HU,2004,NA,1.5698999999999999
pplhlp,HU,2006,0,145.7911
pplhlp,HU,2006,1,88.6577
pplhlp,HU,2006,2,132.2671
pplhlp,HU,2006,3,195.037
pplhlp,HU,2006,4,173.0069
pplhlp,HU,2006,5,327.0007
pplhlp,HU,2006,6,130.4535
pplhlp,HU,2006,7,138.2304
pplhlp,HU,2006,8,97.1999
pplhlp,HU,2006,9,53.2369
pplhlp,HU,2006,10,32.5229
pplhlp,HU,2006,NA,4.5953
pplhlp,HU,2008,0,99.48989999999999
pplhlp,HU,2008,1,109.60019999999999
pplhlp,HU,2008,2,149.88019999999997
pplhlp,HU,2008,3,238.8833
pplhlp,HU,2008,4,175.0126
pplhlp,HU,2008,5,356.8658
pplhlp,HU,2008,6,126.0636
pplhlp,HU,2008,7,136.09859999999998
pplhlp,HU,2008,8,84.59329999999999
pplhlp,HU,2008,9,36.5836
pplhlp,HU,2008,10,26.372899999999998
pplhlp,HU,2008,NA,4.5604
pplhlp,HU,2010,0,87.95991260858482
pplhlp,HU,2010,1,76.31631253858085
pplhlp,HU,2010,2,123.90221770027847
pplhlp,HU,2010,3,196.0578952118889
pplhlp,HU,2010,4,162.56387466657094
pplhlp,HU,2010,5,370.77981312638417
pplhlp,HU,2010,6,161.35052044048786
pplhlp,HU,2010,7,179.71684274252007
pplhlp,HU,2010,8,118.05160543237449
pplhlp,HU,2010,9,46.096330037426995
pplhlp,HU,2010,10,33.17176774453155
pplhlp,HU,2010,NA,5.032907750369618
pplhlp,HU,2012,0,92.16410955406131
pplhlp,HU,2012,1,95.763947175122
pplhlp,HU,2012,2,168.4144908709189
pplhlp,HU,2012,3,235.68547745115526
pplhlp,HU,2012,4,207.45052038380516
pplhlp,HU,2012,5,426.30167818339487
pplhlp,HU,2012,6,276.06760223468405
pplhlp,HU,2012,7,302.9201920653529
pplhlp,HU,2012,8,159.44545536865766
pplhlp,HU,2012,9,39.81310935481394
pplhlp,HU,2012,10,7.979279819470001
pplhlp,HU,2012,NA,1.9941375385637778
pplhlp,HU,2014,0,115
pplhlp,HU,2014,1,51
pplhlp,HU,2014,2,202
pplhlp,HU,2014,3,265
pplhlp,HU,2014,4,238
pplhlp,HU,2014,5,309
pplhlp,HU,2014,6,203
pplhlp,HU,2014,7,181
pplhlp,HU,2014,8,74
pplhlp,HU,2014,9,17
pplhlp,HU,2014,10,42
pplhlp,HU,2014,NA,1
pplhlp,HU,2016,0,85.05137447661484
pplhlp,HU,2016,1,39.1726614998169
pplhlp,HU,2016,2,155.6848127172301
pplhlp,HU,2016,3,232.18340997955937
pplhlp,HU,2016,4,192.8784323778411
pplhlp,HU,2016,5,329.75870216342486
pplhlp,HU,2016,6,218.7338666010761
pplhlp,HU,2016,7,207.73397400808236
pplhlp,HU,2016,8,93.33472667082388
pplhlp,HU,2016,9,26.946623876146074
pplhlp,HU,2016,10,28.488506904535946
pplhlp,HU,2016,NA,4.0330638079431065
pplhlp,HU,2018,0,96.03672096746749
pplhlp,HU,2018,1,69.02711686750116
pplhlp,HU,2018,2,130.94603393159932
pplhlp,HU,2018,3,187.98904857828856
pplhlp,HU,2018,4,195.16753029251367
pplhlp,HU,2018,5,294.9885854541113
pplhlp,HU,2018,6,256.26515739116996
pplhlp,HU,2018,7,240.8612677817195
pplhlp,HU,2018,8,154.2569941142878
pplhlp,HU,2018,9,21.77521758417905
pplhlp,HU,2018,10,12.945979519516401
pplhlp,HU,2018,NA,0.801530454360516
pplhlp,IE,2002,0,32.7191
pplhlp,IE,2002,1,55.9449
pplhlp,IE,2002,2,95.943
pplhlp,IE,2002,3,130.67759999999998
pplhlp,IE,2002,4,147.6799
pplhlp,IE,2002,5,378.57099999999997
pplhlp,IE,2002,6,247.15449999999998
pplhlp,IE,2002,7,341.8732
pplhlp,IE,2002,8,371.5829
pplhlp,IE,2002,9,148.13
pplhlp,IE,2002,10,76.1159
pplhlp,IE,2002,NA,19.5522
pplhlp,IE,2004,0,39.7522
pplhlp,IE,2004,1,43.7261
pplhlp,IE,2004,2,68.1365
pplhlp,IE,2004,3,148.008
pplhlp,IE,2004,4,126.2249
pplhlp,IE,2004,5,397.7703
pplhlp,IE,2004,6,240.8557
pplhlp,IE,2004,7,456.7626
pplhlp,IE,2004,8,443.8954
pplhlp,IE,2004,9,207.1416
pplhlp,IE,2004,10,101.1105
pplhlp,IE,2004,NA,12.605
pplhlp,IE,2006,0,40.0921
pplhlp,IE,2006,1,44.7006
pplhlp,IE,2006,2,64.0559
pplhlp,IE,2006,3,121.1991
pplhlp,IE,2006,4,142.3972
pplhlp,IE,2006,5,380.649
pplhlp,IE,2006,6,221.6616
pplhlp,IE,2006,7,340.5558
pplhlp,IE,2006,8,241.0156
pplhlp,IE,2006,9,94.0102
pplhlp,IE,2006,10,93.0876
pplhlp,IE,2006,NA,16.5899
pplhlp,IE,2008,0,8.8017
pplhlp,IE,2008,1,19.0341
pplhlp,IE,2008,2,50.8866
pplhlp,IE,2008,3,106.8154
pplhlp,IE,2008,4,147.8186
pplhlp,IE,2008,5,352.6058
pplhlp,IE,2008,6,248.5296
pplhlp,IE,2008,7,369.4567
pplhlp,IE,2008,8,312.0347
pplhlp,IE,2008,9,106.66199999999999
pplhlp,IE,2008,10,41.3637
pplhlp,IE,2008,NA,0
pplhlp,IE,2010,0,37.99926927291853
pplhlp,IE,2010,1,44.56704420898017
pplhlp,IE,2010,2,120.56558275484822
pplhlp,IE,2010,3,226.5882352941011
pplhlp,IE,2010,4,265.9948849104964
pplhlp,IE,2010,5,481.32407745707513
pplhlp,IE,2010,6,317.12970405553074
pplhlp,IE,2010,7,509.4965290464021
pplhlp,IE,2010,8,382.33832663501784
pplhlp,IE,2010,9,114.46693459993422
pplhlp,IE,2010,10,69.89989039093103
pplhlp,IE,2010,NA,5.629521373765913
pplhlp,IE,2012,0,68.58416868302797
pplhlp,IE,2012,1,48.145178015900434
pplhlp,IE,2012,2,109.46215001728304
pplhlp,IE,2012,3,172.14172139647417
pplhlp,IE,2012,4,243.45108883511918
pplhlp,IE,2012,5,498.2571724853092
pplhlp,IE,2012,6,343.8292430003455
pplhlp,IE,2012,7,510.5205668855857
pplhlp,IE,2012,8,425.13100587625286
pplhlp,IE,2012,9,92.20255789837537
pplhlp,IE,2012,10,114.9125475285171
pplhlp,IE,2012,NA,1.362599377808503
pplhlp,IE,2014,0,39.16485686080947
pplhlp,IE,2014,1,38.221125370187565
pplhlp,IE,2014,2,100.97926949654487
pplhlp,IE,2014,3,168.92793682132273
pplhlp,IE,2014,4,196.2961500493583
pplhlp,IE,2014,5,429.3978282329712
pplhlp,IE,2014,6,377.02073050345496
pplhlp,IE,2014,7,462.9002961500492
pplhlp,IE,2014,8,395.4234945705823
pplhlp,IE,2014,9,107.11352418558732
pplhlp,IE,2014,10,73.13919052319841
pplhlp,IE,2014,NA,1.41559723593287
pplhlp,IE,2016,0,71.75560716627606
pplhlp,IE,2016,1,22.365383926494385
pplhlp,IE,2016,2,94.58693753693419
pplhlp,IE,2016,3,153.29606988230404
pplhlp,IE,2016,4,179.38901880926036
pplhlp,IE,2016,5,447.7736275951907
pplhlp,IE,2016,6,445.9098443205322
pplhlp,IE,2016,7,675.1550310265977
pplhlp,IE,2016,8,465.0136117161541
pplhlp,IE,2016,9,101.11017310067562
pplhlp,IE,2016,10,95.51882720840905
pplhlp,IE,2016,NA,5.125400401244368
pplhlp,IE,2018,0,28.601434648036957
pplhlp,IE,2018,1,30.446688294410716
pplhlp,IE,2018,2,69.65833249688147
pplhlp,IE,2018,3,128.24514281749728
pplhlp,IE,2018,4,178.52830901741984
pplhlp,IE,2018,5,330.76175308227545
pplhlp,IE,2018,6,332.14569309353834
pplhlp,IE,2018,7,509.7513757050038
pplhlp,IE,2018,8,419.3339368700982
pplhlp,IE,2018,9,108.72009241580965
pplhlp,IE,2018,10,76.11672118306163
pplhlp,IE,2018,NA,3.690507739782335
pplhlp,IL,2002,0,173.7141
pplhlp,IL,2002,1,158.5335
pplhlp,IL,2002,2,259.7405
pplhlp,IL,2002,3,282.8615
pplhlp,IL,2002,4,244.3052
pplhlp,IL,2002,5,554.66
pplhlp,IL,2002,6,260.7687
pplhlp,IL,2002,7,235.8914
pplhlp,IL,2002,8,183.7387
pplhlp,IL,2002,9,80.6324
pplhlp,IL,2002,10,52.3287
pplhlp,IL,2002,NA,11.824300000000001
pplhlp,IL,2004,0,0
pplhlp,IL,2004,1,0
pplhlp,IL,2004,2,0
pplhlp,IL,2004,3,0
pplhlp,IL,2004,4,0
pplhlp,IL,2004,5,0
pplhlp,IL,2004,6,0
pplhlp,IL,2004,7,0
pplhlp,IL,2004,8,0
pplhlp,IL,2004,9,0
pplhlp,IL,2004,10,0
pplhlp,IL,2004,NA,0
pplhlp,IL,2006,0,0
pplhlp,IL,2006,1,0
pplhlp,IL,2006,2,0
pplhlp,IL,2006,3,0
pplhlp,IL,2006,4,0
pplhlp,IL,2006,5,0
pplhlp,IL,2006,6,0
pplhlp,IL,2006,7,0
pplhlp,IL,2006,8,0
pplhlp,IL,2006,9,0
pplhlp,IL,2006,10,0
pplhlp,IL,2006,NA,0
pplhlp,IL,2008,0,146.53168924831735
pplhlp,IL,2008,1,94.09772728450281
pplhlp,IL,2008,2,203.8992447453615
pplhlp,IL,2008,3,275.3181006564825
pplhlp,IL,2008,4,191.5211697620271
pplhlp,IL,2008,5,539.2682200450191
pplhlp,IL,2008,6,373.75767330408814
pplhlp,IL,2008,7,301.91602302243956
pplhlp,IL,2008,8,210.6386879451425
pplhlp,IL,2008,9,67.29606935210582
pplhlp,IL,2008,10,46.24239866115193
pplhlp,IL,2008,NA,39.51299597336171
pplhlp,IL,2010,0,96.77832203253443
pplhlp,IL,2010,1,91.11445836337194
pplhlp,IL,2010,2,162.7979017131675
pplhlp,IL,2010,3,249.38043266923322
pplhlp,IL,2010,4,221.3394443953333
pplhlp,IL,2010,5,521.2717024933354
pplhlp,IL,2010,6,322.17436171655896
pplhlp,IL,2010,7,272.93586913752017
pplhlp,IL,2010,8,212.0895002575553
pplhlp,IL,2010,9,50.344538953512995
pplhlp,IL,2010,10,38.50353760880966
pplhlp,IL,2010,NA,55.26993065906726
pplhlp,IL,2012,0,146.55838397101616
pplhlp,IL,2012,1,87.24212896438249
pplhlp,IL,2012,2,145.93685349853064
pplhlp,IL,2012,3,210.27414528755642
pplhlp,IL,2012,4,197.3348659411151
pplhlp,IL,2012,5,578.6331646497453
pplhlp,IL,2012,6,327.9975015991301
pplhlp,IL,2012,7,360.0381563782037
pplhlp,IL,2012,8,272.57994389006757
pplhlp,IL,2012,9,90.26029746560096
pplhlp,IL,2012,10,60.527738051129575
pplhlp,IL,2012,NA,30.61682030352291
pplhlp,IL,2014,0,135.30909932813415
pplhlp,IL,2014,1,107.40452127447182
pplhlp,IL,2014,2,161.66876964151675
pplhlp,IL,2014,3,230.61945938695433
pplhlp,IL,2014,4,215.945975894391
pplhlp,IL,2014,5,615.8499847221589
pplhlp,IL,2014,6,331.0186287255207
pplhlp,IL,2014,7,332.13133637956446
pplhlp,IL,2014,8,265.0887909607868
pplhlp,IL,2014,9,76.14901338340654
pplhlp,IL,2014,10,73.37287761911445
pplhlp,IL,2014,NA,17.441542683979744
pplhlp,IL,2016,0,84.72659280896187
pplhlp,IL,2016,1,79.30817711353306
pplhlp,IL,2016,2,137.6956066191196
pplhlp,IL,2016,3,208.18200917541978
pplhlp,IL,2016,4,213.4352689087391
pplhlp,IL,2016,5,507.49676783382887
pplhlp,IL,2016,6,323.49350406229496
pplhlp,IL,2016,7,373.4348063617944
pplhlp,IL,2016,8,367.4639820158481
pplhlp,IL,2016,9,106.63257643580434
pplhlp,IL,2016,10,124.11989204585551
pplhlp,IL,2016,NA,31.01081442832948
pplhlp,IL,2018,0,0
pplhlp,IL,2018,1,0
pplhlp,IL,2018,2,0
pplhlp,IL,2018,3,0
pplhlp,IL,2018,4,0
pplhlp,IL,2018,5,0
pplhlp,IL,2018,6,0
pplhlp,IL,2018,7,0
pplhlp,IL,2018,8,0
pplhlp,IL,2018,9,0
pplhlp,IL,2018,10,0
pplhlp,IL,2018,NA,0
pplhlp,IS,2002,0,0
pplhlp,IS,2002,1,0
pplhlp,IS,2002,2,0
pplhlp,IS,2002,3,0
pplhlp,IS,2002,4,0
pplhlp,IS,2002,5,0
pplhlp,IS,2002,6,0
pplhlp,IS,2002,7,0
pplhlp,IS,2002,8,0
pplhlp,IS,2002,9,0
pplhlp,IS,2002,10,0
pplhlp,IS,2002,NA,0
pplhlp,IS,2004,0,2
pplhlp,IS,2004,1,8
pplhlp,IS,2004,2,12
pplhlp,IS,2004,3,30
pplhlp,IS,2004,4,38
pplhlp,IS,2004,5,128
pplhlp,IS,2004,6,81
pplhlp,IS,2004,7,103
pplhlp,IS,2004,8,112
pplhlp,IS,2004,9,31
pplhlp,IS,2004,10,25
pplhlp,IS,2004,NA,9
pplhlp,IS,2006,0,0
pplhlp,IS,2006,1,0
pplhlp,IS,2006,2,0
pplhlp,IS,2006,3,0
pplhlp,IS,2006,4,0
pplhlp,IS,2006,5,0
pplhlp,IS,2006,6,0
pplhlp,IS,2006,7,0
pplhlp,IS,2006,8,0
pplhlp,IS,2006,9,0
pplhlp,IS,2006,10,0
pplhlp,IS,2006,NA,0
pplhlp,IS,2008,0,0
pplhlp,IS,2008,1,0
pplhlp,IS,2008,2,0
pplhlp,IS,2008,3,0
pplhlp,IS,2008,4,0
pplhlp,IS,2008,5,0
pplhlp,IS,2008,6,0
pplhlp,IS,2008,7,0
pplhlp,IS,2008,8,0
pplhlp,IS,2008,9,0
pplhlp,IS,2008,10,0
pplhlp,IS,2008,NA,0
pplhlp,IS,2010,0,0
pplhlp,IS,2010,1,0
pplhlp,IS,2010,2,0
pplhlp,IS,2010,3,0
pplhlp,IS,2010,4,0
pplhlp,IS,2010,5,0
pplhlp,IS,2010,6,0
pplhlp,IS,2010,7,0
pplhlp,IS,2010,8,0
pplhlp,IS,2010,9,0
pplhlp,IS,2010,10,0
pplhlp,IS,2010,NA,0
pplhlp,IS,2012,0,5.937541972343639
pplhlp,IS,2012,1,7.690552333961238
pplhlp,IS,2012,2,14.21485962679038
pplhlp,IS,2012,3,29.84588561544553
pplhlp,IS,2012,4,47.04567981322292
pplhlp,IS,2012,5,144.37542232145393
pplhlp,IS,2012,6,119.16310515658627
pplhlp,IS,2012,7,170.10846783400615
pplhlp,IS,2012,8,147.01661956168428
pplhlp,IS,2012,9,37.17817420636083
pplhlp,IS,2012,10,21.63900675941813
pplhlp,IS,2012,NA,7.7846847987268095
pplhlp,IS,2014,0,0
pplhlp,IS,2014,1,0
pplhlp,IS,2014,2,0
pplhlp,IS,2014,3,0
pplhlp,IS,2014,4,0
pplhlp,IS,2014,5,0
pplhlp,IS,2014,6,0
pplhlp,IS,2014,7,0
pplhlp,IS,2014,8,0
pplhlp,IS,2014,9,0
pplhlp,IS,2014,10,0
pplhlp,IS,2014,NA,0
pplhlp,IS,2016,0,1.652638494968417
pplhlp,IS,2016,1,5.2609950304031505
pplhlp,IS,2016,2,14.031365811824816
pplhlp,IS,2016,3,31.760005414486002
pplhlp,IS,2016,4,46.60653442144404
pplhlp,IS,2016,5,137.8596276640895
pplhlp,IS,2016,6,110.59491121768974
pplhlp,IS,2016,7,222.295315086842
pplhlp,IS,2016,8,211.07790112495465
pplhlp,IS,2016,9,56.17608982324611
pplhlp,IS,2016,10,41.105521023273525
pplhlp,IS,2016,NA,1.579102814197543
pplhlp,IS,2018,0,6.051215231418614
pplhlp,IS,2018,1,5.23112535476685
pplhlp,IS,2018,2,9.33157473802567
pplhlp,IS,2018,3,28.61589640378954
pplhlp,IS,2018,4,26.07117587327959
pplhlp,IS,2018,5,107.70674729347236
pplhlp,IS,2018,6,127.21720415353785
pplhlp,IS,2018,7,239.7300239205362
pplhlp,IS,2018,8,197.79657018184676
pplhlp,IS,2018,9,75.52712279558187
pplhlp,IS,2018,10,34.80879592895511
pplhlp,IS,2018,NA,2.912540018558504
pplhlp,IT,2002,0,97.0425
pplhlp,IT,2002,1,74.0719
pplhlp,IT,2002,2,137.1113
pplhlp,IT,2002,3,173.0522
pplhlp,IT,2002,4,152.6318
pplhlp,IT,2002,5,269.9472
pplhlp,IT,2002,6,125.7278
pplhlp,IT,2002,7,91.793
pplhlp,IT,2002,8,51.9446
pplhlp,IT,2002,9,8.1351
pplhlp,IT,2002,10,15.5102
pplhlp,IT,2002,NA,10.0304
pplhlp,IT,2004,0,0
pplhlp,IT,2004,1,0
pplhlp,IT,2004,2,0
pplhlp,IT,2004,3,0
pplhlp,IT,2004,4,0
pplhlp,IT,2004,5,0
pplhlp,IT,2004,6,0
pplhlp,IT,2004,7,0
pplhlp,IT,2004,8,0
pplhlp,IT,2004,9,0
pplhlp,IT,2004,10,0
pplhlp,IT,2004,NA,0
pplhlp,IT,2006,0,0
pplhlp,IT,2006,1,0
pplhlp,IT,2006,2,0
pplhlp,IT,2006,3,0
pplhlp,IT,2006,4,0
pplhlp,IT,2006,5,0
pplhlp,IT,2006,6,0
pplhlp,IT,2006,7,0
pplhlp,IT,2006,8,0
pplhlp,IT,2006,9,0
pplhlp,IT,2006,10,0
pplhlp,IT,2006,NA,0
pplhlp,IT,2008,0,0
pplhlp,IT,2008,1,0
pplhlp,IT,2008,2,0
pplhlp,IT,2008,3,0
pplhlp,IT,2008,4,0
pplhlp,IT,2008,5,0
pplhlp,IT,2008,6,0
pplhlp,IT,2008,7,0
pplhlp,IT,2008,8,0
pplhlp,IT,2008,9,0
pplhlp,IT,2008,10,0
pplhlp,IT,2008,NA,0
pplhlp,IT,2010,0,0
pplhlp,IT,2010,1,0
pplhlp,IT,2010,2,0
pplhlp,IT,2010,3,0
pplhlp,IT,2010,4,0
pplhlp,IT,2010,5,0
pplhlp,IT,2010,6,0
pplhlp,IT,2010,7,0
pplhlp,IT,2010,8,0
pplhlp,IT,2010,9,0
pplhlp,IT,2010,10,0
pplhlp,IT,2010,NA,0
pplhlp,IT,2012,0,104
pplhlp,IT,2012,1,40
pplhlp,IT,2012,2,103
pplhlp,IT,2012,3,135
pplhlp,IT,2012,4,118
pplhlp,IT,2012,5,183
pplhlp,IT,2012,6,104
pplhlp,IT,2012,7,86
pplhlp,IT,2012,8,49
pplhlp,IT,2012,9,15
pplhlp,IT,2012,10,13
pplhlp,IT,2012,NA,10
pplhlp,IT,2014,0,0
pplhlp,IT,2014,1,0
pplhlp,IT,2014,2,0
pplhlp,IT,2014,3,0
pplhlp,IT,2014,4,0
pplhlp,IT,2014,5,0
pplhlp,IT,2014,6,0
pplhlp,IT,2014,7,0
pplhlp,IT,2014,8,0
pplhlp,IT,2014,9,0
pplhlp,IT,2014,10,0
pplhlp,IT,2014,NA,0
pplhlp,IT,2016,0,221.61678344011315
pplhlp,IT,2016,1,157.8272250294686
pplhlp,IT,2016,2,243.50769001245507
pplhlp,IT,2016,3,360.96131503582023
pplhlp,IT,2016,4,327.8837147951128
pplhlp,IT,2016,5,456.20050531625765
pplhlp,IT,2016,6,359.0725984573366
pplhlp,IT,2016,7,279.7890458703042
pplhlp,IT,2016,8,147.2259067893029
pplhlp,IT,2016,9,32.6558436751366
pplhlp,IT,2016,10,11.813805341720592
pplhlp,IT,2016,NA,27.445588707923914
pplhlp,IT,2018,0,188.20736161856672
pplhlp,IT,2018,1,123.04167496831614
pplhlp,IT,2018,2,271.72460350874974
pplhlp,IT,2018,3,402.55658285345726
pplhlp,IT,2018,4,417.33835896992014
pplhlp,IT,2018,5,484.7126414054828
pplhlp,IT,2018,6,345.70047313538464
pplhlp,IT,2018,7,278.2401039246295
pplhlp,IT,2018,8,179.88829351343585
pplhlp,IT,2018,9,24.902609891946764
pplhlp,IT,2018,10,16.642813322283434
pplhlp,IT,2018,NA,12.134423904983189
pplhlp,LT,2002,0,0
pplhlp,LT,2002,1,0
pplhlp,LT,2002,2,0
pplhlp,LT,2002,3,0
pplhlp,LT,2002,4,0
pplhlp,LT,2002,5,0
pplhlp,LT,2002,6,0
pplhlp,LT,2002,7,0
pplhlp,LT,2002,8,0
pplhlp,LT,2002,9,0
pplhlp,LT,2002,10,0
pplhlp,LT,2002,NA,0
pplhlp,LT,2004,0,0
pplhlp,LT,2004,1,0
pplhlp,LT,2004,2,0
pplhlp,LT,2004,3,0
pplhlp,LT,2004,4,0
pplhlp,LT,2004,5,0
pplhlp,LT,2004,6,0
pplhlp,LT,2004,7,0
pplhlp,LT,2004,8,0
pplhlp,LT,2004,9,0
pplhlp,LT,2004,10,0
pplhlp,LT,2004,NA,0
pplhlp,LT,2006,0,0
pplhlp,LT,2006,1,0
pplhlp,LT,2006,2,0
pplhlp,LT,2006,3,0
pplhlp,LT,2006,4,0
pplhlp,LT,2006,5,0
pplhlp,LT,2006,6,0
pplhlp,LT,2006,7,0
pplhlp,LT,2006,8,0
pplhlp,LT,2006,9,0
pplhlp,LT,2006,10,0
pplhlp,LT,2006,NA,0
pplhlp,LT,2008,0,0
pplhlp,LT,2008,1,0
pplhlp,LT,2008,2,0
pplhlp,LT,2008,3,0
pplhlp,LT,2008,4,0
pplhlp,LT,2008,5,0
pplhlp,LT,2008,6,0
pplhlp,LT,2008,7,0
pplhlp,LT,2008,8,0
pplhlp,LT,2008,9,0
pplhlp,LT,2008,10,0
pplhlp,LT,2008,NA,0
pplhlp,LT,2010,0,96.5117748124764
pplhlp,LT,2010,1,122.28683515354004
pplhlp,LT,2010,2,162.0144686198852
pplhlp,LT,2010,3,212.1550827419245
pplhlp,LT,2010,4,200.2469298032734
pplhlp,LT,2010,5,369.0163212173153
pplhlp,LT,2010,6,139.95508023931728
pplhlp,LT,2010,7,183.8623980595717
pplhlp,LT,2010,8,100.21868470978468
pplhlp,LT,2010,9,34.41873090505272
pplhlp,LT,2010,10,24.863240427479422
pplhlp,LT,2010,NA,32.186244791099476
pplhlp,LT,2012,0,49.732556227168644
pplhlp,LT,2012,1,101.78094283872205
pplhlp,LT,2012,2,237.62407976801467
pplhlp,LT,2012,3,278.9690136416305
pplhlp,LT,2012,4,278.50238750630626
pplhlp,LT,2012,5,425.5475737695426
pplhlp,LT,2012,6,267.54871705000625
pplhlp,LT,2012,7,254.75851182118782
pplhlp,LT,2012,8,134.09980471242264
pplhlp,LT,2012,9,52.77812656784337
pplhlp,LT,2012,10,19.473202335204316
pplhlp,LT,2012,NA,8.185083761950901
pplhlp,LT,2014,0,100.37200749031848
pplhlp,LT,2014,1,120.47632628431975
pplhlp,LT,2014,2,244.69146635138446
pplhlp,LT,2014,3,304.97222043074925
pplhlp,LT,2014,4,289.54730038696306
pplhlp,LT,2014,5,416.51778937748105
pplhlp,LT,2014,6,325.9738148594986
pplhlp,LT,2014,7,244.68908237456026
pplhlp,LT,2014,8,132.4740302364012
pplhlp,LT,2014,9,36.127603449948076
pplhlp,LT,2014,10,26.534044818217296
pplhlp,LT,2014,NA,7.624313940159072
pplhlp,LT,2016,0,88.60154824430096
pplhlp,LT,2016,1,103.85784476281839
pplhlp,LT,2016,2,175.26600578345912
pplhlp,LT,2016,3,244.06270030914473
pplhlp,LT,2016,4,277.8701933422874
pplhlp,LT,2016,5,342.836930835438
pplhlp,LT,2016,6,368.4258690772381
pplhlp,LT,2016,7,289.0675062453741
pplhlp,LT,2016,8,155.664666553194
pplhlp,LT,2016,9,46.730427862249066
pplhlp,LT,2016,10,20.622239570064504
pplhlp,LT,2016,NA,8.993030411601968
pplhlp,LT,2018,0,133.17792275806724
pplhlp,LT,2018,1,71.6355542667128
pplhlp,LT,2018,2,218.76238421840654
pplhlp,LT,2018,3,209.34096950544696
pplhlp,LT,2018,4,219.50560295289253
pplhlp,LT,2018,5,404.18750175780036
pplhlp,LT,2018,6,192.90687872713997
pplhlp,LT,2018,7,182.342207632943
pplhlp,LT,2018,8,122.62431590469872
pplhlp,LT,2018,9,34.82641170786422
pplhlp,LT,2018,10,40.11918960037739
pplhlp,LT,2018,NA,5.571060967650926
pplhlp,LU,2002,0,103.786
pplhlp,LU,2002,1,52.6105
pplhlp,LU,2002,2,151.8655
pplhlp,LU,2002,3,194.1262
pplhlp,LU,2002,4,156.9425
pplhlp,LU,2002,5,444.1539
pplhlp,LU,2002,6,110.7051
pplhlp,LU,2002,7,133.395
pplhlp,LU,2002,8,111.3743
pplhlp,LU,2002,9,31.7399
pplhlp,LU,2002,10,36.5586
pplhlp,LU,2002,NA,24.3988
pplhlp,LU,2004,0,92.8285
pplhlp,LU,2004,1,73.8391
pplhlp,LU,2004,2,120.3597
pplhlp,LU,2004,3,215.0953
pplhlp,LU,2004,4,179.8819
pplhlp,LU,2004,5,392.769
pplhlp,LU,2004,6,164.4463
pplhlp,LU,2004,7,174.5044
pplhlp,LU,2004,8,102.3493
pplhlp,LU,2004,9,56.1796
pplhlp,LU,2004,10,49.2037
pplhlp,LU,2004,NA,13.5471
pplhlp,LU,2006,0,0
pplhlp,LU,2006,1,0
pplhlp,LU,2006,2,0
pplhlp,LU,2006,3,0
pplhlp,LU,2006,4,0
pplhlp,LU,2006,5,0
pplhlp,LU,2006,6,0
pplhlp,LU,2006,7,0
pplhlp,LU,2006,8,0
pplhlp,LU,2006,9,0
pplhlp,LU,2006,10,0
pplhlp,LU,2006,NA,0
pplhlp,LU,2008,0,0
pplhlp,LU,2008,1,0
pplhlp,LU,2008,2,0
pplhlp,LU,2008,3,0
pplhlp,LU,2008,4,0
pplhlp,LU,2008,5,0
pplhlp,LU,2008,6,0
pplhlp,LU,2008,7,0
pplhlp,LU,2008,8,0
pplhlp,LU,2008,9,0
pplhlp,LU,2008,10,0
pplhlp,LU,2008,NA,0
pplhlp,LU,2010,0,0
pplhlp,LU,2010,1,0
pplhlp,LU,2010,2,0
pplhlp,LU,2010,3,0
pplhlp,LU,2010,4,0
pplhlp,LU,2010,5,0
pplhlp,LU,2010,6,0
pplhlp,LU,2010,7,0
pplhlp,LU,2010,8,0
pplhlp,LU,2010,9,0
pplhlp,LU,2010,10,0
pplhlp,LU,2010,NA,0
pplhlp,LU,2012,0,0
pplhlp,LU,2012,1,0
pplhlp,LU,2012,2,0
pplhlp,LU,2012,3,0
pplhlp,LU,2012,4,0
pplhlp,LU,2012,5,0
pplhlp,LU,2012,6,0
pplhlp,LU,2012,7,0
