topic,cntry,year,attitude,dweight
happy,FR,2006,3,32.953
happy,FR,2006,4,40.1146
happy,FR,2006,5,240.2182
happy,FR,2006,6,195.7835
happy,FR,2006,7,447.947
happy,FR,2006,8,584.9868
happy,FR,2006,9,250.0555
happy,FR,2006,10,165.6236
happy,FR,2006,NA,2.7455
happy,FR,2008,0,5.5715
happy,FR,2008,1,3.5159000000000002
happy,FR,2008,2,16.3578
happy,FR,2008,3,44.0005
happy,FR,2008,4,49.3685
happy,FR,2008,5,225.2724
happy,FR,2008,6,227.1889
happy,FR,2008,7,467.6103
happy,FR,2008,8,611.8627
happy,FR,2008,9,258.6992
happy,FR,2008,10,161.1506
happy,FR,2008,NA,2.4008
happy,FR,2010,0,9.165835821340858
happy,FR,2010,1,4.760347673380365
happy,FR,2010,2,16.266353176473075
happy,FR,2010,3,27.457358048945157
happy,FR,2010,4,54.76626276493633
happy,FR,2010,5,226.5790164369581
happy,FR,2010,6,177.17005562309777
happy,FR,2010,7,367.06826463627056
happy,FR,2010,8,510.2545113333756
happy,FR,2010,9,193.3505380786039
happy,FR,2010,10,137.61973257663837
happy,FR,2010,NA,3.54172382997989
happy,FR,2012,0,6.277002597530634
happy,FR,2012,1,3.341275287031066
happy,FR,2012,2,14.23750146600852
happy,FR,2012,3,26.317364700521736
happy,FR,2012,4,49.15460798305181
happy,FR,2012,5,233.0577264319841
happy,FR,2012,6,203.33575144979582
happy,FR,2012,7,413.58730916887635
happy,FR,2012,8,602.2579729150041
happy,FR,2012,9,230.09195543796756
happy,FR,2012,10,186.3415325622284
happy,FR,2012,NA,0
happy,FR,2014,0,7.80596799885563
happy,FR,2014,1,3.094255999072942
happy,FR,2014,2,18.280001919653674
happy,FR,2014,3,28.959123685743968
happy,FR,2014,4,49.00577691847483
happy,FR,2014,5,172.91367213826618
happy,FR,2014,6,182.0712718661778
happy,FR,2014,7,394.28393648897384
happy,FR,2014,8,593.2948471781692
happy,FR,2014,9,295.26945599395617
happy,FR,2014,10,169.1401519472042
happy,FR,2014,NA,2.881537865452178
happy,FR,2016,0,5.563912332057952
happy,FR,2016,1,3.291702806949615
happy,FR,2016,2,13.261115789413443
happy,FR,2016,3,29.91768860816955
happy,FR,2016,4,45.391828477382674
happy,FR,2016,5,213.93653118610385
happy,FR,2016,6,190.17782634496692
happy,FR,2016,7,451.6763548851012
happy,FR,2016,8,604.7911059856415
happy,FR,2016,9,316.1614170074463
happy,FR,2016,10,193.61634349822995
happy,FR,2016,NA,2.21416962146759
happy,FR,2018,0,2.7796738743782043
happy,FR,2018,1,2.813584446907042
happy,FR,2018,2,16.94315743446351
happy,FR,2018,3,33.728679597377784
happy,FR,2018,4,44.7641358971596
happy,FR,2018,5,211.83381402492526
happy,FR,2018,6,180.5837987065316
happy,FR,2018,7,421.52349531650555
happy,FR,2018,8,622.7888320982456
happy,FR,2018,9,279.470719665289
happy,FR,2018,10,184.28955239057547
happy,FR,2018,NA,8.48054242134094
happy,GB,2002,0,4.7303999999999995
happy,GB,2002,1,8.9352
happy,GB,2002,2,7.8839999999999995
happy,GB,2002,3,41.4407
happy,GB,2002,4,64.9216
happy,GB,2002,5,151.134
happy,GB,2002,6,163.07049999999998
happy,GB,2002,7,372.55809999999997
happy,GB,2002,8,546.789
happy,GB,2002,9,402.5818
happy,GB,2002,10,287.4568
happy,GB,2002,NA,0.5256
happy,GB,2004,0,4.1042000000000005
happy,GB,2004,1,2.565
happy,GB,2004,2,14.364700000000001
happy,GB,2004,3,34.3727
happy,GB,2004,4,75.3695
happy,GB,2004,5,153.3963
happy,GB,2004,6,167.3813
happy,GB,2004,7,362.975
happy,GB,2004,8,526.9038
happy,GB,2004,9,333.4029
happy,GB,2004,10,216.0349
happy,GB,2004,NA,6.1563
happy,GB,2006,0,13.9418
happy,GB,2006,1,17.4769
happy,GB,2006,2,18.2319
happy,GB,2006,3,42.9453
happy,GB,2006,4,75.1674
happy,GB,2006,5,174.9532
happy,GB,2006,6,144.4126
happy,GB,2006,7,445.2025
happy,GB,2006,8,751.5609
happy,GB,2006,9,403.7965
happy,GB,2006,10,305.7695
happy,GB,2006,NA,0.5362
happy,GB,2008,0,6.1179
happy,GB,2008,1,9.2429
happy,GB,2008,2,26.496299999999998
happy,GB,2008,3,60.1862
happy,GB,2008,4,67.4254
happy,GB,2008,5,159.7251
happy,GB,2008,6,177.925
happy,GB,2008,7,429.9418
happy,GB,2008,8,701.3722
happy,GB,2008,9,442.4595
happy,GB,2008,10,271.1235
happy,GB,2008,NA,0
happy,GB,2010,0,9.525016386279217
happy,GB,2010,1,8.466681232248204
happy,GB,2010,2,31.220887043915216
happy,GB,2010,3,43.39174131527197
happy,GB,2010,4,75.14179593620271
happy,GB,2010,5,204.78785230500316
happy,GB,2010,6,157.16277037360697
happy,GB,2010,7,430.213240113611
happy,GB,2010,8,761.4721433253213
happy,GB,2010,9,416.4548831112076
happy,GB,2010,10,281.5171509722522
happy,GB,2010,NA,2.645837885077556
happy,GB,2012,0,7.579216146177936
happy,GB,2012,1,16.67427596373485
happy,GB,2012,2,28.29574073426292
happy,GB,2012,3,54.0291753909072
happy,GB,2012,4,58.860112832653066
happy,GB,2012,5,173.83879143737795
happy,GB,2012,6,144.3623959220104
happy,GB,2012,7,365.83573758753
happy,GB,2012,8,720.8902325862249
happy,GB,2012,9,393.06643259624326
happy,GB,2012,10,314.4802174835484
happy,GB,2012,NA,8.087671319328896
happy,GB,2014,0,16.857473395384467
happy,GB,2014,1,8.955532741297992
happy,GB,2014,2,27.393394267499758
happy,GB,2014,3,57.42076875302832
happy,GB,2014,4,48.46523601173033
happy,GB,2014,5,143.60095155552762
happy,GB,2014,6,166.9943458230274
happy,GB,2014,7,397.71276326533325
happy,GB,2014,8,640.6654612699185
happy,GB,2014,9,439.66032806196745
happy,GB,2014,10,312.5861725500455
happy,GB,2014,NA,3.687572305240354
happy,GB,2016,0,6.1118351817131
happy,GB,2016,1,9.677072525024405
happy,GB,2016,2,14.770268499851216
happy,GB,2016,3,25.465980231761908
happy,GB,2016,4,54.497197985649066
happy,GB,2016,5,127.42505806684484
happy,GB,2016,6,132.93241745233522
happy,GB,2016,7,341.244137048721
happy,GB,2016,8,587.5309759974473
happy,GB,2016,9,411.02092200517603
happy,GB,2016,10,247.8147971630094
happy,GB,2016,NA,0.509319603443146
happy,GB,2018,0,13.279872116896769
happy,GB,2018,1,11.20650270982946
happy,GB,2018,2,22.92239190646935
happy,GB,2018,3,47.37294327336999
happy,GB,2018,4,49.41048922061171
happy,GB,2018,5,138.55312441243694
happy,GB,2018,6,132.44048657071178
happy,GB,2018,7,379.0193696467855
happy,GB,2018,8,657.2160383649315
happy,GB,2018,9,453.497267100585
happy,GB,2018,10,295.5158092697006
happy,GB,2018,NA,3.56570540767301
happy,GR,2002,0,45.0256
happy,GR,2002,1,43.7632
happy,GR,2002,2,50.9168
happy,GR,2002,3,106.8831
happy,GR,2002,4,108.5664
happy,GR,2002,5,431.3199
happy,GR,2002,6,286.9856
happy,GR,2002,7,435.1072
happy,GR,2002,8,558.8224
happy,GR,2002,9,347.5808
happy,GR,2002,10,146.4384
happy,GR,2002,NA,4.6288
happy,GR,2004,0,28.0395
happy,GR,2004,1,38.5021
happy,GR,2004,2,39.339
happy,GR,2004,3,78.2595
happy,GR,2004,4,75.3301
happy,GR,2004,5,338.14799999999997
happy,GR,2004,6,287.928
happy,GR,2004,7,455.328
happy,GR,2004,8,593.8516
happy,GR,2004,9,326.43
happy,GR,2004,10,132.6645
happy,GR,2004,NA,12.1365
happy,GR,2006,0,0
happy,GR,2006,1,0
happy,GR,2006,2,0
happy,GR,2006,3,0
happy,GR,2006,4,0
happy,GR,2006,5,0
happy,GR,2006,6,0
happy,GR,2006,7,0
happy,GR,2006,8,0
happy,GR,2006,9,0
happy,GR,2006,10,0
happy,GR,2006,NA,0
happy,GR,2008,0,13.12886473959502
happy,GR,2008,1,22.78011416231196
happy,GR,2008,2,31.017690778709273
happy,GR,2008,3,59.619699635375255
happy,GR,2008,4,71.67284862800629
happy,GR,2008,5,282.51079316224406
happy,GR,2008,6,279.4843593406939
happy,GR,2008,7,490.7402994450465
happy,GR,2008,8,492.1350655225399
happy,GR,2008,9,240.32471702963906
happy,GR,2008,10,81.67543575985353
happy,GR,2008,NA,6.9101117959888825
happy,GR,2010,0,38.89272905119015
happy,GR,2010,1,72.03994131072713
happy,GR,2010,2,92.39256602543205
happy,GR,2010,3,138.33436582980116
happy,GR,2010,4,161.31643299641337
happy,GR,2010,5,486.6010759700035
happy,GR,2010,6,399.0924356048259
happy,GR,2010,7,573.6677535050541
happy,GR,2010,8,475.9939680469513
happy,GR,2010,9,144.96380828170848
happy,GR,2010,10,99.44163677861108
happy,GR,2010,NA,32.263286599282694
happy,GR,2012,0,0
happy,GR,2012,1,0
happy,GR,2012,2,0
happy,GR,2012,3,0
happy,GR,2012,4,0
happy,GR,2012,5,0
happy,GR,2012,6,0
happy,GR,2012,7,0
happy,GR,2012,8,0
happy,GR,2012,9,0
happy,GR,2012,10,0
happy,GR,2012,NA,0
happy,GR,2014,0,0
happy,GR,2014,1,0
happy,GR,2014,2,0
happy,GR,2014,3,0
happy,GR,2014,4,0
happy,GR,2014,5,0
happy,GR,2014,6,0
happy,GR,2014,7,0
happy,GR,2014,8,0
happy,GR,2014,9,0
happy,GR,2014,10,0
happy,GR,2014,NA,0
happy,GR,2016,0,0
happy,GR,2016,1,0
happy,GR,2016,2,0
happy,GR,2016,3,0
happy,GR,2016,4,0
happy,GR,2016,5,0
happy,GR,2016,6,0
happy,GR,2016,7,0
happy,GR,2016,8,0
happy,GR,2016,9,0
happy,GR,2016,10,0
happy,GR,2016,NA,0
happy,GR,2018,0,0
happy,GR,2018,1,0
happy,GR,2018,2,0
happy,GR,2018,3,0
happy,GR,2018,4,0
happy,GR,2018,5,0
happy,GR,2018,6,0
happy,GR,2018,7,0
happy,GR,2018,8,0
happy,GR,2018,9,0
happy,GR,2018,10,0
happy,GR,2018,NA,0
happy,HR,2002,0,0
happy,HR,2002,1,0
happy,HR,2002,2,0
happy,HR,2002,3,0
happy,HR,2002,4,0
happy,HR,2002,5,0
happy,HR,2002,6,0
happy,HR,2002,7,0
happy,HR,2002,8,0
happy,HR,2002,9,0
happy,HR,2002,10,0
happy,HR,2002,NA,0
happy,HR,2004,0,0
happy,HR,2004,1,0
happy,HR,2004,2,0
happy,HR,2004,3,0
happy,HR,2004,4,0
happy,HR,2004,5,0
happy,HR,2004,6,0
happy,HR,2004,7,0
happy,HR,2004,8,0
happy,HR,2004,9,0
happy,HR,2004,10,0
happy,HR,2004,NA,0
happy,HR,2006,0,0
happy,HR,2006,1,0
happy,HR,2006,2,0
happy,HR,2006,3,0
happy,HR,2006,4,0
happy,HR,2006,5,0
happy,HR,2006,6,0
happy,HR,2006,7,0
happy,HR,2006,8,0
happy,HR,2006,9,0
happy,HR,2006,10,0
happy,HR,2006,NA,0
happy,HR,2008,0,11.5314
happy,HR,2008,1,7.9352
happy,HR,2008,2,23.0038
happy,HR,2008,3,43.1126
happy,HR,2008,4,47.275999999999996
happy,HR,2008,5,208.7064
happy,HR,2008,6,131.5432
happy,HR,2008,7,304.0187
happy,HR,2008,8,356.0212
happy,HR,2008,9,212.72729999999999
happy,HR,2008,10,130.5693
happy,HR,2008,NA,7.5533
happy,HR,2010,0,9.582091435027339
happy,HR,2010,1,21.308155423004276
happy,HR,2010,2,34.58598494860261
happy,HR,2010,3,50.08610109399801
happy,HR,2010,4,77.17351689189474
happy,HR,2010,5,264.90717131289705
happy,HR,2010,6,171.9000592612871
happy,HR,2010,7,320.7975481482049
happy,HR,2010,8,367.75185099158676
happy,HR,2010,9,161.65418703385654
happy,HR,2010,10,152.16828720719963
happy,HR,2010,NA,17.08504625244183
happy,HR,2012,0,0
happy,HR,2012,1,0
happy,HR,2012,2,0
happy,HR,2012,3,0
happy,HR,2012,4,0
happy,HR,2012,5,0
happy,HR,2012,6,0
happy,HR,2012,7,0
happy,HR,2012,8,0
happy,HR,2012,9,0
happy,HR,2012,10,0
happy,HR,2012,NA,0
happy,HR,2014,0,0
happy,HR,2014,1,0
happy,HR,2014,2,0
happy,HR,2014,3,0
happy,HR,2014,4,0
happy,HR,2014,5,0
happy,HR,2014,6,0
happy,HR,2014,7,0
happy,HR,2014,8,0
happy,HR,2014,9,0
happy,HR,2014,10,0
happy,HR,2014,NA,0
happy,HR,2016,0,0
happy,HR,2016,1,0
happy,HR,2016,2,0
happy,HR,2016,3,0
happy,HR,2016,4,0
happy,HR,2016,5,0
happy,HR,2016,6,0
happy,HR,2016,7,0
happy,HR,2016,8,0
happy,HR,2016,9,0
happy,HR,2016,10,0
happy,HR,2016,NA,0
happy,HR,2018,0,21.59418180386865
happy,HR,2018,1,8.092283290382163
happy,HR,2018,2,18.99411261945879
happy,HR,2018,3,49.267885602629576
happy,HR,2018,4,52.380951551290636
happy,HR,2018,5,190.71709126102022
happy,HR,2018,6,104.84015973426622
happy,HR,2018,7,281.21358413058715
happy,HR,2018,8,396.63651781820556
happy,HR,2018,9,277.1089749318479
happy,HR,2018,10,404.2775365304572
happy,HR,2018,NA,4.84490191749253
happy,HU,2002,0,29
happy,HU,2002,1,31
happy,HU,2002,2,51
happy,HU,2002,3,88
happy,HU,2002,4,71
happy,HU,2002,5,398
happy,HU,2002,6,172
happy,HU,2002,7,248
happy,HU,2002,8,298
happy,HU,2002,9,137
happy,HU,2002,10,155
happy,HU,2002,NA,7
happy,HU,2004,0,30.8684
happy,HU,2004,1,23.5959
happy,HU,2004,2,50.1987
happy,HU,2004,3,69.4911
happy,HU,2004,4,85.2599
happy,HU,2004,5,275.8314
happy,HU,2004,6,134.7972
happy,HU,2004,7,237.1538
happy,HU,2004,8,277.4251
happy,HU,2004,9,134.0444
happy,HU,2004,10,169.1898
happy,HU,2004,NA,10.1317
happy,HU,2006,0,36.6054
happy,HU,2006,1,34.6355
happy,HU,2006,2,52.9338
happy,HU,2006,3,65.677
happy,HU,2006,4,69.6242
happy,HU,2006,5,285.1693
happy,HU,2006,6,179.3462
happy,HU,2006,7,224.642
happy,HU,2006,8,242.7173
happy,HU,2006,9,141.8609
happy,HU,2006,10,175.006
happy,HU,2006,NA,9.7818
happy,HU,2008,0,40.028999999999996
happy,HU,2008,1,46.7692
happy,HU,2008,2,57.180699999999995
happy,HU,2008,3,102.85999999999999
happy,HU,2008,4,121.30239999999999
happy,HU,2008,5,314.4813
happy,HU,2008,6,155.7062
happy,HU,2008,7,247.2154
happy,HU,2008,8,234.5237
happy,HU,2008,9,105.1402
happy,HU,2008,10,109.65039999999999
happy,HU,2008,NA,9.1459
happy,HU,2010,0,36.27582589194806
happy,HU,2010,1,29.044773956690438
happy,HU,2010,2,41.47227454582456
happy,HU,2010,3,81.4070075140293
happy,HU,2010,4,79.06930565230903
happy,HU,2010,5,279.4529867816886
happy,HU,2010,6,171.25069772769496
happy,HU,2010,7,241.89958044533788
happy,HU,2010,8,282.7946328226611
happy,HU,2010,9,180.2554319063899
happy,HU,2010,10,130.01101930992414
happy,HU,2010,NA,8.066463445500762
happy,HU,2012,0,26.588946481553666
happy,HU,2012,1,40.117279884328426
happy,HU,2012,2,89.93727993247978
happy,HU,2012,3,115.51903583243151
happy,HU,2012,4,156.80307691676944
happy,HU,2012,5,343.32864643183467
happy,HU,2012,6,266.1191771844698
happy,HU,2012,7,362.0082715082205
happy,HU,2012,8,359.5825456558656
happy,HU,2012,9,135.4118514613269
happy,HU,2012,10,111.44643882099
happy,HU,2012,NA,7.137449889729594
happy,HU,2014,0,15
happy,HU,2014,1,13
happy,HU,2014,2,48
happy,HU,2014,3,117
happy,HU,2014,4,100
happy,HU,2014,5,297
happy,HU,2014,6,230
happy,HU,2014,7,318
happy,HU,2014,8,287
happy,HU,2014,9,130
happy,HU,2014,10,136
happy,HU,2014,NA,7
happy,HU,2016,0,10.879990306558328
happy,HU,2016,1,10.07514989835763
happy,HU,2016,2,31.49173026396165
happy,HU,2016,3,83.61494729121793
happy,HU,2016,4,65.53492685193413
happy,HU,2016,5,207.50136965437022
happy,HU,2016,6,208.36316702899134
happy,HU,2016,7,319.0008869275644
happy,HU,2016,8,359.8936454165282
happy,HU,2016,9,165.12381417999146
happy,HU,2016,10,148.10039826643506
happy,HU,2016,NA,4.420128997184268
happy,HU,2018,0,12.862945098325596
happy,HU,2018,1,14.671716395240944
happy,HU,2018,2,28.45009335501898
happy,HU,2018,3,72.73923796749756
happy,HU,2018,4,93.70145124806633
happy,HU,2018,5,198.48168057800956
happy,HU,2018,6,253.37322910758348
happy,HU,2018,7,350.6155712446822
happy,HU,2018,8,365.88932608045707
happy,HU,2018,9,133.55679036048264
happy,HU,2018,10,134.3034853792138
happy,HU,2018,NA,2.415656122136617
happy,IE,2002,0,7.332
happy,IE,2002,1,6.4155999999999995
happy,IE,2002,2,11.3035
happy,IE,2002,3,24.4709
happy,IE,2002,4,39.486399999999996
happy,IE,2002,5,136.7349
happy,IE,2002,6,121.4371
happy,IE,2002,7,319.08209999999997
happy,IE,2002,8,569.1285
happy,IE,2002,9,417.167
happy,IE,2002,10,380.5328
happy,IE,2002,NA,12.8534
happy,IE,2004,0,10.9193
happy,IE,2004,1,5.1703
happy,IE,2004,2,12.5768
happy,IE,2004,3,11.4875
happy,IE,2004,4,40.7485
happy,IE,2004,5,111.4839
happy,IE,2004,6,142.6926
happy,IE,2004,7,332.0343
happy,IE,2004,8,658.7541
happy,IE,2004,9,560.3943
happy,IE,2004,10,384.1552
happy,IE,2004,NA,15.572
happy,IE,2006,0,2.7649999999999997
happy,IE,2006,1,4.1474
happy,IE,2006,2,10.5989
happy,IE,2006,3,27.6501
happy,IE,2006,4,39.1705
happy,IE,2006,5,130.876
happy,IE,2006,6,145.1617
happy,IE,2006,7,267.7444
happy,IE,2006,8,528.1154
happy,IE,2006,9,323.5058
happy,IE,2006,10,315.671
happy,IE,2006,NA,4.6084
happy,IE,2008,0,3.4252
happy,IE,2008,1,10.420499999999999
happy,IE,2008,2,16.0518
happy,IE,2008,3,36.4109
happy,IE,2008,4,45.0189
happy,IE,2008,5,120.67699999999999
happy,IE,2008,6,158.9699
happy,IE,2008,7,308.3326
happy,IE,2008,8,544.4804
happy,IE,2008,9,311.9638
happy,IE,2008,10,208.2579
happy,IE,2008,NA,0
happy,IE,2010,0,18.295944464743915
happy,IE,2010,1,14.542930215563358
happy,IE,2010,2,37.53014249178264
happy,IE,2010,3,133.70113262696023
happy,IE,2010,4,154.34271099743714
happy,IE,2010,5,234.56339057362965
happy,IE,2010,6,185.77420533431234
happy,IE,2010,7,523.7924735111634
happy,IE,2010,8,678.6043112896989
happy,IE,2010,9,397.3503836317341
happy,IE,2010,10,192.81110705150283
happy,IE,2010,NA,4.691267811473005
happy,IE,2012,0,17.713791911510526
happy,IE,2012,1,8.629796059453847
happy,IE,2012,2,34.06498444521257
happy,IE,2012,3,69.49256826823364
happy,IE,2012,4,110.37054960248874
happy,IE,2012,5,298.4092637400621
happy,IE,2012,6,227.55409609401994
happy,IE,2012,7,556.3947459384719
happy,IE,2012,8,683.1164880746627
happy,IE,2012,9,390.6118216384375
happy,IE,2012,10,222.55789837538882
happy,IE,2012,NA,9.08399585205669
happy,IE,2014,0,10.85291214215202
happy,IE,2014,1,9.909180651530106
happy,IE,2014,2,29.255676209279358
happy,IE,2014,3,53.32082922013819
happy,IE,2014,4,77.385982230997
happy,IE,2014,5,212.81145113524175
happy,IE,2014,6,231.68608094768007
happy,IE,2014,7,444.0256663376109
happy,IE,2014,8,739.4136229022703
happy,IE,2014,9,336.4402764067126
happy,IE,2014,10,240.65153010858825
happy,IE,2014,NA,4.246791707798618
happy,IE,2016,0,12.58052849588518
happy,IE,2016,1,6.523236874311013
happy,IE,2016,2,16.774038034227807
happy,IE,2016,3,42.86698624632797
happy,IE,2016,4,63.83453369975573
happy,IE,2016,5,164.01281653324304
happy,IE,2016,6,259.5316443373655
happy,IE,2016,7,595.9442962422515
happy,IE,2016,8,799.0965334256473
happy,IE,2016,9,465.94550305562666
happy,IE,2016,10,328.9575247633867
happy,IE,2016,NA,0.931890982044431
happy,IE,2018,0,4.613134562969206
happy,IE,2018,1,3.229194194078447
happy,IE,2018,2,14.300717681646349
happy,IE,2018,3,24.449613720178608
happy,IE,2018,4,41.97952514886856
happy,IE,2018,5,135.93758633732799
happy,IE,2018,6,142.54586058855057
happy,IE,2018,7,423.0244448482991
happy,IE,2018,8,707.6548510491849
happy,IE,2018,9,435.47990918159496
happy,IE,2018,10,279.5559557676316
happy,IE,2018,NA,3.229194283485414
happy,IL,2002,0,26.9412
happy,IL,2002,1,14.0988
happy,IL,2002,2,35.4487
happy,IL,2002,3,76.1892
happy,IL,2002,4,87.2775
happy,IL,2002,5,243.1867
happy,IL,2002,6,212.5145
happy,IL,2002,7,396.7214
happy,IL,2002,8,646.5413
happy,IL,2002,9,405.2845
happy,IL,2002,10,324.8749
happy,IL,2002,NA,29.9203
happy,IL,2004,0,0
happy,IL,2004,1,0
happy,IL,2004,2,0
happy,IL,2004,3,0
happy,IL,2004,4,0
happy,IL,2004,5,0
happy,IL,2004,6,0
happy,IL,2004,7,0
happy,IL,2004,8,0
happy,IL,2004,9,0
happy,IL,2004,10,0
happy,IL,2004,NA,0
happy,IL,2006,0,0
happy,IL,2006,1,0
happy,IL,2006,2,0
happy,IL,2006,3,0
happy,IL,2006,4,0
happy,IL,2006,5,0
happy,IL,2006,6,0
happy,IL,2006,7,0
happy,IL,2006,8,0
happy,IL,2006,9,0
happy,IL,2006,10,0
happy,IL,2006,NA,0
happy,IL,2008,0,18.76377162298372
happy,IL,2008,1,7.789619847400733
happy,IL,2008,2,24.81632672036023
happy,IL,2008,3,47.52766846195543
happy,IL,2008,4,98.14390639738916
happy,IL,2008,5,250.2050185796149
happy,IL,2008,6,188.03416338165093
happy,IL,2008,7,316.1967266821903
happy,IL,2008,8,624.0143165901263
happy,IL,2008,9,436.93175227772065
happy,IL,2008,10,421.37592266593
happy,IL,2008,NA,56.20080677267777
happy,IL,2010,0,12.766565373811925
happy,IL,2010,1,9.172930785632172
happy,IL,2010,2,21.870119023349304
happy,IL,2010,3,58.45130866141823
happy,IL,2010,4,69.67119172413177
happy,IL,2010,5,185.5320897612532
happy,IL,2010,6,184.48464431776083
happy,IL,2010,7,296.57189881658854
happy,IL,2010,8,545.4161245622324
happy,IL,2010,9,444.7490293558163
happy,IL,2010,10,412.5902305154816
happy,IL,2010,NA,52.7238671025237
happy,IL,2012,0,11.018528584429871
happy,IL,2012,1,15.7946882078766
happy,IL,2012,2,25.279142038818396
happy,IL,2012,3,31.889188119579252
happy,IL,2012,4,35.180534546655025
happy,IL,2012,5,140.9137419088862
happy,IL,2012,6,179.76299349806447
happy,IL,2012,7,401.588524325988
happy,IL,2012,8,668.7842797307111
happy,IL,2012,9,473.6111101057154
happy,IL,2012,10,481.26551155060963
happy,IL,2012,NA,42.91175738266691
happy,IL,2014,0,15.19934045689554
happy,IL,2014,1,7.396226680039555
happy,IL,2014,2,36.36631381089782
happy,IL,2014,3,39.8526630660273
happy,IL,2014,4,69.98984521399595
happy,IL,2014,5,172.23994742049186
happy,IL,2014,6,184.5771253607489
happy,IL,2014,7,418.9338219012421
happy,IL,2014,8,743.917270267422
happy,IL,2014,9,440.89988880545195
happy,IL,2014,10,414.988946667354
happy,IL,2014,NA,17.638610349432575
happy,IL,2016,0,5.350798070430754
happy,IL,2016,1,10.342027515172957
happy,IL,2016,2,10.61666640639306
happy,IL,2016,3,36.38416317105295
happy,IL,2016,4,35.44840970635414
happy,IL,2016,5,124.41133674979208
happy,IL,2016,6,203.81298679113385
happy,IL,2016,7,382.4756900221109
happy,IL,2016,8,719.1032538264989
happy,IL,2016,9,484.830052152276
happy,IL,2016,10,524.9208622276782
happy,IL,2016,NA,19.303751170635238
happy,IL,2018,0,0
happy,IL,2018,1,0
happy,IL,2018,2,0
happy,IL,2018,3,0
happy,IL,2018,4,0
happy,IL,2018,5,0
happy,IL,2018,6,0
happy,IL,2018,7,0
happy,IL,2018,8,0
happy,IL,2018,9,0
happy,IL,2018,10,0
happy,IL,2018,NA,0
happy,IS,2002,0,0
happy,IS,2002,1,0
happy,IS,2002,2,0
happy,IS,2002,3,0
happy,IS,2002,4,0
happy,IS,2002,5,0
happy,IS,2002,6,0
happy,IS,2002,7,0
happy,IS,2002,8,0
happy,IS,2002,9,0
happy,IS,2002,10,0
happy,IS,2002,NA,0
happy,IS,2004,0,0
happy,IS,2004,1,3
happy,IS,2004,2,2
happy,IS,2004,3,3
happy,IS,2004,4,2
happy,IS,2004,5,9
happy,IS,2004,6,14
happy,IS,2004,7,57
happy,IS,2004,8,175
happy,IS,2004,9,167
happy,IS,2004,10,132
happy,IS,2004,NA,15
happy,IS,2006,0,0
happy,IS,2006,1,0
happy,IS,2006,2,0
happy,IS,2006,3,0
happy,IS,2006,4,0
happy,IS,2006,5,0
happy,IS,2006,6,0
happy,IS,2006,7,0
happy,IS,2006,8,0
happy,IS,2006,9,0
happy,IS,2006,10,0
happy,IS,2006,NA,0
happy,IS,2008,0,0
happy,IS,2008,1,0
happy,IS,2008,2,0
happy,IS,2008,3,0
happy,IS,2008,4,0
happy,IS,2008,5,0
happy,IS,2008,6,0
happy,IS,2008,7,0
happy,IS,2008,8,0
happy,IS,2008,9,0
happy,IS,2008,10,0
happy,IS,2008,NA,0
happy,IS,2010,0,0
happy,IS,2010,1,0
happy,IS,2010,2,0
happy,IS,2010,3,0
happy,IS,2010,4,0
happy,IS,2010,5,0
happy,IS,2010,6,0
happy,IS,2010,7,0
happy,IS,2010,8,0
happy,IS,2010,9,0
happy,IS,2010,10,0
happy,IS,2010,NA,0
happy,IS,2012,0,1.890240140366009
happy,IS,2012,1,0.945119922085253
happy,IS,2012,2,0.945119922085253
happy,IS,2012,3,8.864535270681452
happy,IS,2012,4,6.581953836040838
happy,IS,2012,5,20.227247977037926
happy,IS,2012,6,35.16016181507611
happy,IS,2012,7,84.93084265524622
happy,IS,2012,8,233.73938707474434
happy,IS,2012,9,235.85796239883513
happy,IS,2012,10,115.67519984748435
happy,IS,2012,NA,7.182229140317213
happy,IS,2014,0,0
happy,IS,2014,1,0
happy,IS,2014,2,0
happy,IS,2014,3,0
happy,IS,2014,4,0
happy,IS,2014,5,0
happy,IS,2014,6,0
happy,IS,2014,7,0
happy,IS,2014,8,0
happy,IS,2014,9,0
happy,IS,2014,10,0
happy,IS,2014,NA,0
happy,IS,2016,0,3.1565970182418903
happy,IS,2016,1,2.17904055118561
happy,IS,2016,2,1.05219900608063
happy,IS,2016,3,6.8400978446006935
happy,IS,2016,4,7.9749301671982
happy,IS,2016,5,30.388265728950564
happy,IS,2016,6,35.590090572834086
happy,IS,2016,7,119.84831756353401
happy,IS,2016,8,288.825956702233
happy,IS,2016,9,248.96609133482028
happy,IS,2016,10,133.0740234255793
happy,IS,2016,NA,2.10439801216126
happy,IS,2018,0,1.04622507095337
happy,IS,2018,1,1.04622507095337
happy,IS,2018,2,1.04622507095337
happy,IS,2018,3,3.13867521286011
happy,IS,2018,4,6.27735042572022
happy,IS,2018,5,19.70937454700471
happy,IS,2018,6,22.112410783767718
happy,IS,2018,7,119.38412487506875
happy,IS,2018,8,288.42311435937904
happy,IS,2018,9,263.597081243992
happy,IS,2018,10,134.1729601621629
happy,IS,2018,NA,1.04622507095337
happy,IT,2002,0,9.8281
happy,IT,2002,1,15.5486
happy,IT,2002,2,36.7731
happy,IT,2002,3,60.6228
happy,IT,2002,4,54.8519
happy,IT,2002,5,156.7736
happy,IT,2002,6,200.61599999999999
happy,IT,2002,7,249.3988
happy,IT,2002,8,241.7554
happy,IT,2002,9,105.6174
